100
3 3
14 43 27361
27 49 50708
32 44 32145
9 41 54371
13 21 4656
13 27 54759
11 31 48840
13 18 17752
9 23 57006
1 17 24731
1 29 59217
6 21 69046
2 45 51891
34 38 64289
30 42 73065
20 49 38530
11 35 79735
6 29 75004
11 36 80137
3 20 82582
24 49 46654
6 8 47480
28 47 93591
23 47 22386
21 38 59020
41 43 61542
4 41 82775
2 43 2717
41 45 63464
15 35 53983
2 27 241
10 27 18161
32 45 25549
18 42 22313
7 46 38665
5 38 77274
32 47 52298
13 15 14838
19 29 3934
14 36 32575
8 40 37376
28 34 60868
21 34 6575
21 28 70249
47 49 35308
15 48 51421
26 39 31366
34 39 4110
21 43 29369
25 34 8686
15 22 39096
1 13 29211
13 25 83738
27 32 70893
20 36 91645
36 37 17044
10 14 91225
24 31 65110
9 21 45637
11 32 79561
7 16 81061
35 36 25000
42 50 53652
9 12 20478
24 50 4957
8 31 72144
34 46 59544
2 46 2381
7 33 88231
34 44 27014
27 50 5454
11 23 6779
16 20 36758
28 29 95962
39 50 70775
1 31 74403
17 39 49633
2 13 63859
7 26 37553
28 46 31264
6 15 49551
27 30 17406
7 27 64538
39 41 55313
34 45 21488
14 41 77843
46 49 83304
40 41 1399
7 28 4751
17 47 311
29 33 99404
1 16 53705
2 39 83968
16 34 40095
17 30 66286
2 17 48930
21 41 3174
3 26 4294
5 16 99543
2 11 91175
9 28 17797
34 41 91621
30 46 20216
14 44 56191
18 46 18830
38 39 25398
11 47 50349
17 50 79398
19 44 43255
7 40 73220
33 35 71714
23 37 99909
24 40 725
3 45 65723
12 47 21349
34 48 29839
15 41 82913
9 34 21081
11 29 21630
6 19 92001
19 27 38427
16 30 83668
18 25 90024
40 43 67869
15 38 33434
29 30 84669
11 26 86218
3 29 70841
10 12 46504
1 2 7747
19 48 21104
3 14 81815
24 48 19024
4 23 34100
14 30 7587
12 34 66982
25 36 49766
45 49 94810
5 12 70560
8 48 84106
6 46 66475
5 41 56295
3 38 51557
21 27 92634
32 43 33094
5 8 94282
18 36 77219
18 34 25270
22 29 79592
6 30 42780
11 38 66740
20 46 27429
18 31 10979
13 31 43114
1 25 77429
2 44 82928
10 18 37581
2 30 97119
12 13 45263
3 31 40992
16 18 17871
3 37 70614
31 38 58568
9 48 82479
12 33 55634
1 7 41403
4 15 40600
8 32 98589
22 40 48480
10 31 67364
19 41 60939
1 39 33421
2 14 91061
30 36 14854
10 29 35545
20 32 33934
35 50 22702
11 24 29765
13 26 78793
10 19 36332
1 38 76068
6 50 33441
16 33 80592
44 50 44171
19 31 15935
5 18 51209
4 9 37957
32 46 96146
3 28 27965
21 33 39744
20 41 60867
27 47 24337
3 15 38888
10 11 35730
4 21 64690
11 20 90658
11 15 48517
37 49 65731
13 43 67044
17 25 22182
16 48 82359
21 44 15065
23 31 81382
24 42 90818
36 38 85526
9 32 25976
42 45 83855
11 17 69928
11 30 64929
23 48 95519
21 24 73904
29 39 5754
7 29 71379
6 44 94944
12 32 66628
3 10 19059
34 35 83087
5 28 52559
7 8 8509
29 48 31011
5 47 34447
9 40 2483
7 15 18051
5 42 13466
8 33 55117
11 46 99266
45 48 58550
5 37 76899
8 36 75715
21 39 4635
4 10 85002
18 21 47132
4 34 11674
26 31 42085
44 45 27047
2 4 92267
40 44 57801
13 36 27681
5 9 27331
4 49 10631
7 18 94075
21 47 30726
43 49 21867
3 33 29335
28 35 20881
18 32 27679
6 17 71791
26 35 3121
39 44 19815
16 31 88770
15 25 88318
32 48 86654
12 28 60361
1 24 72333
22 24 89475
35 44 93873
25 33 62548
50 698
18 47 19856
13 34 59282
35 42 71558
20 43 91213
13 24 92035
19 49 69478
21 41 38281
23 43 17644
2 35 19693
43 47 47451
9 12 81208
3 17 17113
2 50 96465
6 28 28526
24 39 18118
14 38 24806
6 9 15100
33 49 36265
22 29 48072
23 39 50682
11 18 19819
21 49 76734
14 32 8654
2 25 97876
11 35 97782
3 20 35994
35 41 8134
18 22 10994
4 16 14309
7 8 81993
27 40 73609
23 46 81349
7 11 70309
26 29 50936
4 40 18213
9 35 75975
5 49 75110
12 31 6740
22 36 77566
33 44 54676
1 6 67692
9 34 61049
29 38 8443
14 27 24285
26 40 19272
33 35 53905
24 44 3881
19 41 63372
45 48 37556
20 25 98580
8 10 37767
11 47 84789
47 49 53263
36 49 73479
17 26 86680
44 48 67470
10 27 64194
44 45 48665
13 28 83167
37 50 67074
2 32 82097
9 46 11512
14 34 90881
2 17 88698
22 31 72766
5 45 30330
12 28 23289
42 45 87816
10 47 28718
7 12 2502
37 45 28091
16 17 43917
12 39 1048
10 43 62262
6 41 1349
18 26 40645
12 34 63457
40 46 72757
11 23 39947
30 45 4872
32 40 74494
7 26 24514
13 44 34291
7 40 92847
10 37 52290
24 50 25175
13 42 3473
12 32 81174
2 14 64710
3 10 25246
32 48 81950
8 23 92360
10 14 42199
9 16 17744
5 22 50667
6 8 9847
2 49 4460
25 28 62951
2 29 54039
24 38 34966
10 17 84225
7 14 88704
21 29 32152
34 42 78934
12 37 28898
26 33 55808
29 45 62155
18 41 73681
4 14 53126
24 34 58326
2 46 11570
36 48 10918
8 31 76306
37 43 39983
32 38 6360
1 29 69565
40 43 85849
7 46 16763
27 46 58304
18 24 33783
33 46 49641
8 45 85446
42 43 26242
4 39 49584
14 50 18898
11 37 99177
32 34 14057
27 32 84772
7 15 68675
6 43 91295
5 39 84719
10 30 74935
30 43 31091
6 23 19205
3 4 54586
40 41 40110
23 31 85455
1 35 93741
4 18 93342
4 15 24261
39 43 6958
21 31 91041
29 41 4244
42 50 43696
32 39 26883
10 24 30993
36 47 47166
43 45 61034
18 19 73796
20 35 10299
17 40 67702
9 36 53046
12 40 5521
27 49 73
26 31 21978
2 8 25
28 44 85021
5 12 27510
2 4 87405
21 38 91205
23 27 2689
8 39 48419
34 35 27206
23 26 4160
13 29 57878
4 46 50898
17 46 22697
6 10 6502
3 45 41820
10 42 839
16 48 62908
31 39 80942
4 38 45513
28 48 75774
36 50 13842
9 19 58700
6 39 15183
39 44 55449
18 28 72163
13 22 56110
31 35 6718
10 34 64625
22 47 30211
8 19 53936
15 17 1088
27 28 74233
34 49 35454
21 40 74181
14 42 93760
6 18 3262
10 39 50445
8 43 54593
2 12 60935
44 49 81989
15 37 19469
36 46 81436
21 22 62873
24 33 48398
6 11 28639
3 5 4543
17 39 95994
20 34 5339
4 47 45589
16 42 20355
23 41 85524
7 9 34491
1 17 93253
17 22 33534
20 23 33225
9 37 30899
14 31 79097
19 45 52237
12 33 99583
19 35 50668
18 49 87641
1 43 51822
35 46 4713
20 45 5304
28 46 2579
5 23 31428
18 23 86570
26 41 75373
24 48 49988
27 45 62219
1 38 95848
10 33 40658
32 43 26836
4 21 32116
23 45 98313
25 36 44041
10 36 2796
13 20 18711
11 24 87230
11 49 60370
10 38 49094
27 35 89855
21 47 63591
5 46 25419
30 49 70928
34 48 16975
1 23 10610
2 6 13639
11 34 13400
7 48 25591
27 44 53625
25 35 36722
26 49 82948
4 19 5690
27 31 63353
10 35 19472
4 7 81815
6 12 36396
25 33 75992
22 44 90505
37 41 4151
16 43 84753
38 46 48115
15 20 97755
1 37 44119
38 49 41916
2 3 93996
18 43 50843
31 42 37
3 42 82905
13 43 75240
10 25 84083
5 26 11780
26 28 90338
7 45 8473
14 44 14809
18 21 24223
4 30 40982
13 33 8816
29 31 25036
24 27 54990
20 48 25118
19 28 49066
16 29 68212
6 17 30846
4 36 99774
9 49 12509
28 41 51853
10 41 78261
5 48 92787
14 21 13154
44 47 48562
34 37 74837
3 33 66268
5 36 45976
23 44 69306
39 41 648
15 33 28651
17 27 56844
1 47 39459
16 39 79565
5 28 6313
30 44 42649
29 32 71847
34 40 34177
16 28 92211
19 21 46904
12 18 81017
35 43 35640
32 47 29469
1 25 95661
14 48 16480
4 49 21927
2 36 47823
11 28 54707
18 27 9946
12 21 24137
17 45 17354
7 47 22932
31 45 9509
34 46 41998
14 20 97144
9 18 52409
25 26 19285
7 36 80123
4 25 24667
3 23 98615
6 50 22913
8 50 16120
5 41 98912
22 46 91669
7 33 52600
9 20 27144
21 33 64775
34 41 80867
12 42 67285
18 38 59727
14 45 88567
39 49 10543
40 49 99545
1 2 75209
25 32 2789
3 18 59599
28 39 87207
10 29 31695
16 36 28467
5 15 53907
8 27 82256
33 37 5423
1 36 8075
21 44 19855
17 18 81737
6 25 13554
15 29 71423
7 30 22111
39 40 27160
27 36 97595
19 22 19649
35 45 34785
27 38 60085
22 40 88103
6 26 57605
25 40 24931
29 42 12322
16 49 45429
26 50 7466
7 18 20011
11 42 59618
4 48 18448
13 36 39538
14 46 32261
4 42 71094
13 37 2386
27 39 52997
29 47 15475
33 43 96707
20 46 4697
22 37 55349
17 48 30837
31 50 72191
22 49 40248
4 44 68015
12 36 91562
22 30 32700
15 46 90042
5 27 53806
12 47 46063
15 43 40587
20 36 25609
29 35 6563
7 39 65134
35 40 47575
6 31 51446
9 11 38066
43 50 14884
7 38 9990
16 46 45949
1 11 45871
9 41 62011
31 48 71613
6 24 27954
29 39 9033
6 36 25330
13 15 42097
28 36 39180
4 26 3747
38 41 4291
15 48 60895
25 39 89758
1 28 50373
18 33 68124
26 46 65602
22 33 43717
7 10 8256
6 45 74258
1 13 83568
35 48 53411
3 11 93240
1 12 47522
22 50 48241
12 48 16011
27 48 67728
9 22 13740
2 24 4157
23 38 16500
17 19 21686
20 42 32574
32 41 6641
14 24 28733
30 36 45930
5 30 74951
18 37 54721
2 41 62450
39 45 8465
9 28 16221
19 50 11319
21 37 19242
1 26 16441
17 21 19363
12 13 65320
32 42 71557
12 24 56235
17 29 51278
37 49 11539
7 23 68120
20 31 79019
16 23 65704
19 34 83351
29 40 82921
34 47 73074
4 35 6636
19 40 48532
20 39 41382
2 44 8819
21 45 56172
2 48 80255
7 49 93656
3 44 51516
22 24 39291
32 33 0
9 23 17153
15 50 86057
4 24 98114
31 41 84942
14 25 55309
19 48 69398
5 14 26402
31 49 49826
9 10 62889
3 25 98759
4 13 77467
30 33 33098
1 8 89246
2 28 73354
15 47 86476
8 9 16997
14 36 31776
2 30 41447
11 44 31940
13 19 91812
1 32 30943
3 39 21060
3 29 45817
11 40 95625
17 34 65689
8 49 18662
3 46 28270
15 34 55302
15 41 82078
21 24 63830
21 48 77970
14 28 66504
2 15 96901
23 33 51688
13 45 5316
17 50 32245
44 50 35218
19 32 23468
24 32 18881
1 27 16044
9 26 97004
37 40 99816
8 42 75154
8 41 56364
14 15 40247
26 38 48691
9 50 22253
11 39 20077
12 50 84960
11 19 84701
2 27 80583
42 46 6101
41 48 10182
16 45 63669
25 42 80173
41 46 5643
9 42 19167
30 47 62934
26 42 65142
14 33 37417
9 44 69789
27 30 45661
12 23 48069
1 39 47388
1 15 84501
34 39 42613
47 48 94716
27 29 15859
18 42 5205
1 21 8586
23 42 12356
22 39 47323
5 31 96369
14 26 6898
25 47 16412
15 25 3932
26 30 859
18 50 77863
11 29 75234
11 50 48000
8 21 5162
15 26 70387
20 26 54999
7 42 4592
26 35 11390
23 47 57992
18 20 54245
26 27 2087
6 16 19993
46 50 70238
26 37 79823
46 47 22943
8 29 39156
4 28 65575
3 40 99034
4 17 97399
35 50 2642
7 34 62786
3 28 54611
17 49 73144
16 27 34647
10 22 92219
11 31 55199
6 19 91967
5 21 41819
11 12 88283
21 32 87038
28 35 70308
21 28 58808
7 29 2015
4 11 26567
10 46 50270
21 25 6967
10 11 86045
1 4 70388
48 50 32118
27 50 5636
3 50 78064
43 44 21090
6 49 23394
16 47 55036
26 45 13412
31 32 95497
8 16 79821
24 26 42617
25 31 31823
3 24 20755
7 41 63016
31 47 77882
4 50 16698
2 26 3925
22 27 13841
16 25 79658
41 43 93880
32 36 1601
1 7 55812
11 14 55490
23 34 7870
15 32 21826
17 38 33987
24 35 32131
19 37 61610
34 43 35956
7 43 92441
15 18 25235
25 29 60745
24 25 30517
5 24 54054
15 42 49400
19 39 5126
16 44 83229
2 20 29932
3 12 91971
10 19 18017
16 30 26975
16 18 42958
3 32 50921
6 22 76401
16 34 37850
40 44 74821
10 23 76977
13 25 87153
14 30 56089
14 17 63440
5 9 55803
3 31 54458
23 40 18195
22 45 5326
29 49 15405
35 44 69745
11 27 67534
12 41 2338
23 35 95846
15 31 90501
8 47 27714
9 29 78607
31 33 87102
25 49 97519
8 13 95580
17 32 34981
29 34 85138
3 27 37636
12 30 8928
2 11 9832
41 45 32063
8 30 84626
16 19 60295
32 49 59150
11 48 66496
4 9 91613
2 23 45843
20 44 6881
8 28 15203
5 13 15047
4 12 63113
28 37 95421
13 39 2845
20 27 55672
15 24 11655
3 41 26889
36 39 19032
7 50 13322
37 39 13399
45 47 2936
17 42 84683
3 35 63170
5 11 63142
38 43 68312
13 23 43341
49 50 33592
2 38 77590
36 38 29931
2 5 99297
13 26 21338
9 15 27870
17 41 24185
9 27 13691
33 50 68278
24 29 80399
24 46 66575
23 28 68546
4 41 86169
15 39 79486
35 49 17873
20 32 61172
40 42 62929
4 34 42652
3 14 41235
6 15 75826
20 49 29544
28 47 29498
28 45 47224
14 40 49190
3 48 74734
19 20 25791
18 30 66969
27 33 31574
29 44 55765
10 49 72312
32 37 88816
24 43 76952
34 38 51898
24 31 28415
5 16 38079
50 949
24 44 58755
3 45 42064
29 46 94710
7 46 73499
8 33 22963
5 12 77572
24 49 53114
33 50 68327
30 39 45947
25 49 71310
7 30 52624
44 46 21909
7 28 17486
36 46 49584
17 27 42093
32 40 67162
11 30 30400
30 50 2102
36 40 92315
11 37 6439
6 28 47236
9 10 92284
6 17 70629
18 31 14033
4 38 45039
24 33 95819
14 38 36416
5 44 92878
3 41 93366
29 50 75675
32 43 95751
28 34 49099
5 46 61985
11 23 96155
15 20 33924
9 22 93126
17 24 77865
13 34 60653
16 29 5944
29 44 25102
3 14 44152
20 30 96663
7 16 89649
27 40 9029
1 29 99537
2 12 67970
5 22 62043
22 25 57405
18 49 39960
13 46 32530
6 23 41982
29 43 30270
12 44 92765
9 19 16906
28 37 71307
5 28 10193
4 48 70503
23 28 6707
2 3 99699
9 29 83303
28 35 4822
22 40 78078
13 48 21051
2 6 62502
6 19 19226
34 39 8637
17 38 92475
16 31 13741
21 46 71619
11 15 40558
5 19 27276
12 26 41290
41 48 92343
22 37 93359
9 39 50348
3 40 62426
19 45 84016
24 30 59916
10 47 50402
6 48 49203
5 49 45327
7 43 43021
23 47 39457
15 37 23152
6 34 71853
9 20 28810
5 36 50362
36 38 69657
35 44 98476
8 41 59484
10 18 5356
7 42 92448
15 24 93944
29 45 62605
25 35 46194
28 49 50966
25 41 6208
9 13 62784
33 35 38584
21 42 86994
11 21 52357
9 24 20960
12 32 79891
22 24 9585
14 21 77079
20 43 89462
17 45 72059
29 33 81826
9 46 99510
21 25 71842
19 40 86755
9 33 99569
3 46 29928
15 23 95242
21 40 87482
10 35 54041
7 38 9379
4 49 65295
23 43 34571
28 46 41000
20 41 15813
3 37 28487
7 27 70648
3 17 52603
23 32 16216
33 39 62271
39 42 5115
4 12 20384
20 24 1993
21 44 83820
26 32 38733
29 40 53443
45 47 45024
13 27 67957
10 38 98865
7 12 67439
39 44 53325
34 35 71262
4 8 10450
7 19 41955
7 9 60034
9 21 39889
33 38 89674
19 44 76407
13 45 34352
41 45 96868
9 43 20998
11 12 71317
49 50 65476
38 48 56916
24 31 6243
16 48 3037
40 50 14836
34 36 15866
19 35 3341
16 19 3162
29 48 52768
26 40 42239
2 5 778
4 23 9901
29 49 25871
24 32 24021
22 48 61056
24 39 94105
3 30 91403
15 47 84868
7 24 28887
20 28 50119
42 44 67248
36 50 91208
6 45 57647
14 49 85840
12 18 11311
8 36 71466
43 49 15196
3 44 30042
5 20 8906
9 18 46247
13 17 44786
14 41 45220
17 39 6949
7 35 15064
9 44 11361
6 42 48747
14 40 51703
6 22 77033
16 22 87247
2 35 48567
20 39 80399
15 43 20698
44 47 80951
1 14 5943
22 43 87551
23 41 62192
41 42 98079
5 29 55222
23 25 30302
14 17 29532
12 42 25535
21 48 29646
19 38 92915
12 45 50674
2 38 94284
1 44 13213
35 40 78539
14 25 79398
10 37 51139
21 35 71044
33 44 36115
31 39 41400
8 27 41972
23 27 65863
32 47 1703
5 39 60248
26 39 71956
12 34 48549
32 36 88812
14 16 18230
14 24 54823
33 49 250
34 38 64020
32 46 81672
35 38 45094
23 48 7096
3 25 12647
8 31 33556
26 45 74126
14 35 86975
28 45 3513
21 47 42868
3 7 18122
2 20 99135
6 16 37571
7 14 92345
12 20 70232
14 15 48184
28 48 49522
18 29 87003
21 45 85792
34 45 44363
17 40 53179
2 40 58876
2 46 55206
18 30 59446
10 41 84197
3 49 22136
1 23 94192
15 22 85349
8 45 26965
25 50 23521
13 32 94611
1 40 4881
1 27 49397
31 35 12796
2 16 60113
4 21 27835
9 28 99012
27 49 21054
4 40 12044
1 41 26501
9 37 62138
8 11 54356
3 27 96689
7 13 60751
8 40 6220
1 45 8684
12 37 15980
1 4 61054
6 18 98074
46 50 7854
19 42 88512
17 41 91689
17 20 37664
30 45 51243
11 24 36785
12 33 39437
1 15 58244
8 37 53742
2 49 15084
15 49 53374
20 25 41650
6 47 49757
3 22 78560
6 30 41609
25 39 16612
7 39 75989
38 46 79802
16 32 45560
21 29 10862
8 22 93585
6 44 65564
9 35 45992
33 40 8023
2 48 43433
13 21 13169
10 28 60697
2 15 38335
13 50 19031
15 16 67294
1 43 47380
3 34 93674
15 31 26295
24 41 17761
18 35 85724
37 43 90186
2 27 28161
37 45 43160
8 48 76070
2 17 56956
19 46 32475
32 49 64602
19 32 40720
11 33 43902
6 10 29057
19 24 86903
9 42 75222
43 47 64803
7 21 9378
5 40 4107
19 21 43803
30 36 73510
25 44 58049
37 39 44528
17 50 39517
33 45 45688
26 28 7843
3 6 95391
14 31 97256
30 31 17051
23 39 62322
35 43 18257
16 20 80052
31 40 90362
27 29 76651
7 33 78282
17 29 54261
4 43 47201
31 32 60077
26 34 54800
40 43 31371
36 37 47667
1 24 32474
42 50 95016
41 46 72765
3 15 98987
12 23 50919
13 33 63007
37 49 7988
20 26 83080
12 15 44287
21 23 54073
16 25 99674
6 21 49633
18 34 11916
1 11 72733
5 16 28934
1 7 5175
11 34 17189
32 38 2111
30 48 7733
32 39 93352
28 36 81076
23 49 17864
36 43 35310
5 7 46753
11 50 86884
16 44 1961
31 44 18940
35 48 0
5 50 14029
23 37 85745
8 42 92735
31 38 67483
8 29 62535
15 38 69681
39 45 25275
18 27 12210
15 41 59197
31 34 54798
32 33 56287
22 49 40312
8 10 79721
17 18 31342
10 40 41437
1 12 96451
8 47 7887
17 43 34328
26 37 9262
25 48 23076
22 35 73092
7 50 55432
11 39 83787
10 11 95927
37 40 71585
11 47 47178
40 41 69808
12 24 31870
22 27 16386
6 41 94706
35 42 50188
7 45 20709
1 9 54388
30 40 43309
31 46 54648
36 44 77028
31 36 38818
18 48 70642
16 34 7162
29 37 21542
4 20 54407
6 14 19951
20 27 35332
34 43 78091
16 18 59839
37 44 38893
35 49 53063
12 25 69462
39 41 16810
28 43 67313
10 16 33586
24 27 57489
10 50 9189
8 43 85075
5 31 53737
37 47 84852
17 19 42579
45 50 38809
26 33 83563
3 33 72283
7 31 62979
20 50 17019
15 45 61667
18 40 32115
16 46 24269
10 15 67300
4 5 26241
8 49 14797
41 47 10875
8 39 63433
17 35 76090
38 42 67266
38 44 72537
26 46 38363
12 22 18655
23 26 10864
2 22 60465
31 50 77041
6 38 6182
14 50 59093
39 43 6133
11 25 6088
30 38 63280
20 29 91843
19 31 47711
14 33 69677
12 28 38482
23 33 61137
2 25 2847
20 36 91728
47 48 35548
20 38 9680
4 39 83894
14 30 38529
28 47 17984
34 50 80520
17 25 68387
11 26 79310
6 20 8805
24 40 26130
16 35 4254
23 44 43044
5 8 56310
47 50 67137
4 27 41612
30 44 59325
25 38 78009
29 41 9032
34 40 81574
33 47 2893
5 26 76556
33 46 32016
9 15 86252
12 16 67306
22 29 45112
1 18 89633
18 42 19045
6 50 46078
4 6 4564
17 44 48389
2 32 12496
20 35 83523
18 23 23425
10 33 37777
20 23 14477
1 25 72531
1 31 94745
17 26 38678
6 15 94721
30 34 99307
2 42 71112
6 49 3699
42 48 52444
4 50 43129
18 28 93537
8 21 94996
3 47 61271
13 23 76695
37 41 23168
34 48 27904
27 41 49839
41 49 91477
15 35 59892
41 44 15226
5 14 93749
40 47 21748
16 24 34759
9 48 99381
15 34 40594
38 50 45586
26 50 44774
27 46 87240
43 50 3586
1 26 40369
4 7 79395
16 50 1409
21 26 94049
8 19 92562
40 48 46625
30 32 31662
6 7 72802
7 36 80604
30 42 99040
7 20 45792
39 49 44706
27 34 60598
9 16 65108
2 18 81682
17 36 52859
3 36 79587
44 45 50388
36 42 70456
31 48 19177
38 47 35061
25 46 37541
4 35 7390
25 34 26742
7 22 8308
17 32 55025
22 44 44339
8 38 34008
13 35 26784
13 18 89222
13 36 54829
3 8 6094
15 36 41860
7 11 50766
13 29 51561
14 18 72447
3 39 85982
14 19 1834
19 27 38976
29 47 3608
16 23 34423
22 38 27730
7 18 91893
1 2 45330
4 42 51091
19 34 68470
15 42 26318
10 34 50292
13 39 7602
21 37 68180
26 36 29267
10 39 18926
28 30 61320
9 30 55707
6 25 97490
5 37 64155
37 46 70277
17 21 82244
9 38 8821
4 14 90962
2 36 57860
23 50 11308
12 35 68356
46 48 14590
23 42 68212
27 33 95688
32 42 2515
8 18 47332
4 36 5492
15 29 23567
6 36 53784
14 34 53211
46 49 92551
5 25 83155
2 30 43020
12 43 89816
30 47 11207
45 46 26240
8 34 3726
2 33 89695
22 36 95268
8 20 82653
4 9 75255
14 42 52158
11 46 71616
13 47 43506
16 43 73436
25 29 71177
27 43 17002
11 45 83573
32 41 75446
5 41 11071
38 41 22368
19 30 21726
3 20 17357
40 49 87688
29 30 54144
24 43 7914
34 49 61964
35 46 74178
23 29 34263
7 40 97372
10 27 64553
1 28 66156
3 35 37325
30 41 1226
9 50 83516
22 30 7330
42 46 88249
42 47 82842
7 26 77293
25 26 70025
18 32 91362
20 21 64164
6 8 67952
3 43 2293
9 26 18494
20 46 9654
40 46 52834
26 48 48842
14 29 30751
5 45 6130
11 44 12928
22 39 81367
5 48 63127
25 30 21411
1 16 55832
39 46 73400
2 4 11788
31 41 64098
2 50 86507
24 34 84774
10 20 4954
16 47 39893
14 20 57381
17 48 81487
26 35 81620
7 10 63554
25 36 62177
14 28 95179
5 11 68622
18 39 36188
36 41 69317
34 42 14073
1 42 89354
29 32 73655
33 36 97087
1 19 54319
9 12 98451
2 14 47908
33 43 19113
22 50 84146
20 42 95682
21 50 13809
26 47 58056
1 39 42189
1 10 36778
47 49 75994
44 50 86080
22 42 65831
15 46 99099
20 44 82080
15 18 20431
11 22 1761
5 13 87249
20 33 14546
25 28 86033
30 35 78092
20 22 59673
19 49 15643
12 21 11182
7 47 64578
11 13 18700
27 35 28032
10 42 69880
4 16 26565
13 22 79119
16 36 9109
5 24 50802
19 22 95041
32 35 61276
11 18 36436
3 31 28604
19 28 47102
18 20 95009
8 13 86985
18 47 53366
11 20 8565
35 37 50311
13 19 14485
4 15 40201
1 6 54733
1 46 17681
8 32 82280
18 22 31318
21 33 9576
7 29 61471
16 27 43642
25 45 24503
9 40 22346
10 49 23627
13 40 76526
21 39 22441
28 40 24845
12 46 12422
13 38 9182
17 42 5750
5 34 28461
13 44 13994
3 48 67198
22 32 33809
42 49 93310
42 45 9493
3 5 8816
27 38 12655
2 19 33250
18 33 94758
22 23 62146
10 45 80917
7 37 45225
4 37 11814
5 42 4030
1 3 91086
2 44 88912
25 43 53525
15 19 88991
25 32 61961
9 47 31
4 32 11565
44 48 91125
24 25 13794
16 39 46376
14 22 87725
7 8 49875
8 15 60392
13 25 57700
4 22 91394
27 37 17385
6 9 46183
8 46 22775
38 45 73044
18 46 64347
1 20 5930
2 13 66467
1 17 64505
24 37 49056
24 47 45371
1 38 38062
7 32 54194
10 36 82858
8 25 74591
9 23 8138
5 15 76106
2 23 76331
18 19 68527
22 41 59105
14 43 87278
14 45 51579
5 47 71218
8 50 57907
23 46 16305
10 23 51038
13 43 26353
4 29 25942
6 37 65713
41 50 7147
1 5 71779
18 36 59514
10 24 41017
9 32 58066
40 42 53693
24 42 14486
36 39 5633
15 21 3270
23 36 75436
11 35 34127
10 21 11508
19 29 19594
29 34 53776
9 25 20851
21 30 94556
23 24 38171
26 27 41995
9 31 36749
10 48 54697
17 49 49756
6 43 81608
5 18 4672
15 44 1997
8 14 36728
37 50 30689
2 45 64219
7 41 20927
6 11 7620
3 13 85654
2 29 86179
15 26 29226
3 50 86121
13 42 37976
3 24 52538
2 28 96274
16 42 83037
30 37 16321
16 17 21098
22 47 50975
33 34 89640
29 42 28104
32 50 74337
6 40 81621
4 31 10440
14 46 93280
23 40 23965
19 26 41937
8 16 21786
21 43 48276
6 27 8532
6 46 66981
9 41 58043
18 24 77110
2 41 19962
11 36 75546
19 47 11904
24 45 92405
4 24 62354
19 23 76128
28 32 10805
10 32 83152
27 39 20795
18 38 37738
24 46 88780
18 21 13647
10 12 74582
15 17 47041
10 31 2182
1 21 4825
28 33 74622
6 33 85331
4 10 71165
25 40 44499
28 29 57195
14 44 57941
2 31 39312
32 34 4626
3 42 36283
11 32 55218
23 30 15538
12 31 49488
6 26 96539
22 28 67883
12 27 29023
8 24 148
4 30 16391
25 37 68419
7 44 77034
18 45 47357
17 33 30919
8 9 68985
21 24 19999
42 43 86208
5 21 73275
11 17 89179
7 34 62133
28 50 57601
4 26 42159
17 31 74918
28 38 88277
3 38 68869
5 17 79797
24 26 81582
12 38 71840
16 21 98279
5 30 69579
30 33 41033
11 40 65249
4 41 74482
11 27 57785
4 46 74613
2 24 70892
12 29 80646
26 44 17266
43 46 99374
12 30 36614
38 43 39708
26 41 35917
13 49 46446
17 47 97402
3 23 44052
14 36 56523
20 47 38373
29 38 21499
1 48 94601
9 14 93033
16 45 70527
27 50 75744
21 41 23569
36 49 6945
15 50 75697
1 32 1309
27 32 18551
1 34 38504
12 13 87037
40 45 10478
3 21 31967
17 23 89938
2 11 73094
1 47 20166
6 29 78385
12 39 73939
32 45 19906
6 35 38785
3 19 5427
19 41 11806
31 45 70664
32 37 21925
15 33 54215
34 44 73955
17 34 47224
5 35 52794
2 9 97066
26 29 95097
29 35 21009
34 46 44465
1 35 36072
23 35 6668
21 49 70793
10 19 64496
27 28 33226
50 498
3 8 69156
28 47 93610
13 46 46135
10 23 95502
2 22 46724
9 31 35488
11 45 92651
2 19 42533
14 30 28840
25 43 24382
19 31 9384
13 15 65851
9 11 51911
9 13 61460
45 46 76203
3 17 88263
2 28 33973
16 45 35246
41 49 7212
8 41 86795
32 45 73896
48 49 94831
5 50 30193
20 49 82216
3 23 25958
11 50 93277
8 24 37884
14 20 36209
7 50 45877
11 27 21173
31 35 36729
21 30 94866
2 39 7335
28 37 69135
37 44 30575
3 42 44294
18 28 62210
6 37 3590
5 41 12325
29 32 20112
18 49 39841
7 23 73108
31 38 22673
1 8 61938
21 22 71404
23 35 17938
17 47 30026
34 36 17565
3 31 28893
27 37 32453
24 40 25502
18 38 41987
18 46 95636
8 48 18375
10 37 92639
15 39 70064
11 17 42142
7 20 59689
27 43 19657
22 26 4066
15 32 32054
2 18 86015
10 41 53687
36 39 43914
13 17 19120
12 29 27926
14 16 36156
17 36 21789
35 42 49816
4 22 44737
25 34 8016
7 42 91865
24 33 26365
5 19 96188
15 29 89829
28 30 22311
2 9 81436
33 48 38305
23 49 21842
36 49 40377
41 47 94382
16 33 49268
4 38 93769
16 28 56612
8 40 5152
3 41 99347
12 15 40187
20 28 79381
1 26 33954
1 19 95585
17 38 20805
12 35 98958
1 5 21430
19 35 92128
9 23 78748
